0x11 58.8648,59.4276,58.7939,58.6515,59.3557,59.4147,58.727,58.7906,58.7728,58.7428,58.7232,58.6311,58.8978,58.8419,58.7964,58.7976
0x21 59.708,59.7726,59.849,59.8416,59.7226,59.7368,60.0091,59.8903,59.5778,59.643,59.9231,59.8516,59.9502,59.8422,59.9845,59.9868
0x31 58.9074,58.6344,58.764,58.7316,58.7864,58.8652,58.777,58.7645,58.8808,58.5471,58.6501,58.6394,58.8043,58.6808,58.7528,58.7489
0x41 58.8662,58.9815,58.8539,59.0283,58.6772,58.766,58.8501,58.7567,59.0035,58.5849,58.9815,58.6993,58.9338,58.6572,58.7293,58.7276
0x51 58.9256,58.8544,58.9139,58.8644,58.9633,59.117,59.0779,58.9887,58.7462,58.9162,58.8689,58.8856,59.0924,59.1874,59.1186,58.8222
0x61 58.0623,58.1837,58.7857,58.736,58.0575,58.0101,58.692,58.6593,58.6815,58.6699,58.6389,58.6826,58.7157,58.2022,58.5831,58.5216
0x71 58.3825,58.6183,58.4832,58.5818,58.683,58.5317,58.755,58.7184,58.5244,58.4171,58.8327,58.5902,58.8084,58.5413,58.6518,58.648
0x81 58.6298,58.2579,58.1665,57.9771,58.0386,58.2433,57.9404,58.076,58.1928,57.884,58.1813,58.2407,57.8018,58.178,58.214,58.3988
0x12 58.8442,59.0781,58.9887,59.0403,59.161,59.1261,58.6863,58.9608,58.958,59.1612,58.7914,59.1802,58.6469,59.2822,59.2585,59.1216
0x22 58.1006,58.08,57.5775,58.3338,58.1922,58.1578,58.0882,58.3827,58.1382,58.3284,58.2664,58.3159,58.2405,58.3075,58.3384,58.1546
0x32 58.7838,58.6019,58.5293,58.531,58.5874,58.5757,58.7646,58.696,58.4428,58.5792,58.5485,58.5732,58.684,58.6152,58.7015,58.8338
0x42 58.6851,58.8852,58.678,58.423,58.3444,58.5397,58.5683,58.8228,58.7238,58.8844,58.6227,58.8836,58.5641,58.5196,58.71,58.3181
0x52 59.1397,58.8547,59.1338,58.9625,59.2168,59.0535,59.1934,59.11,59.0959,59.1624,58.873,58.8412,59.103,59.0452,59.2522,59.2219
0x62 59.5145,59.0978,59.4096,59.2356,59.0845,59.3216,59.177,59.1665,58.9304,59.0546,58.9515,58.9139,59.2151,58.9272,59.0745,58.8536
0x72 59.0143,59.0192,59.0377,58.8154,58.7265,58.8629,59.0422,58.9742,58.9699,58.5468,58.9729,58.7021,58.6919,59.0376,59.0203,58.9526
0x82 59.2043,58.9613,59.3929,59.2418,59.0761,59.0318,59.2062,59.0702,58.9983,58.9002,59.6008,58.9218,59.184,58.8868,59.1576,59.1723
0x13 60.2655,60.0312,60.2385,59.9022,60.0686,60.1028,60.4702,60.1728,60.3308,60.4132,60.4857,59.4334,59.9106,60.3528,60.1998,60.1298
0x23 59.5514,59.1527,59.0799,59.2231,59.2126,59.0568,59.2982,59.2996,59.4245,59.068,59.1598,59.2318,59.1049,59.2691,59.2185,59.4987
0x33 59.2641,58.9822,59.2436,59.4074,59.1132,59.021,59.2611,59.1341,59.3848,58.8604,59.0688,59.2646,58.9475,58.9224,59.1262,59.1641
0x43 59.3639,59.0158,59.2636,58.8823,59.0872,59.2431,59.3855,59.8041,59.1873,59.0935,59.18,59.521,59.2248,59.196,59.482,59.4719
0x53 59.0451,58.8285,58.8621,59.0206,58.8964,58.7243,58.8451,58.9171,58.8475,58.8816,58.885,59.0123,58.9078,58.937,58.9428,59.0056
0x63 58.8343,58.939,58.7998,58.8528,58.8122,59.015,59.0186,58.9699,58.8786,58.7423,58.9297,58.7967,58.9392,58.9436,59.0895,59.0891
0x73 59.2476,59.1108,59.1841,59.1637,59.1583,59.2436,59.2362,59.0907,59.1157,59.2634,59.1095,59.3096,59.2724,59.3448,59.218,59.2681
0x83 59.5555,59.6867,59.5622,59.643,59.7011,59.6595,59.5881,59.6433,59.7661,59.6219,59.7091,59.8019,59.8264,59.7164,59.7317,59.8277
0x14 59.233,58.9652,59.1203,59.0356,59.0022,59.1294,58.988,59.0937,59.1273,59.0238,58.977,58.9884,59.0335,59.1149,59.1221,59.0835
0x24 58.9715,58.893,58.9622,58.7718,58.8341,58.9186,59.0561,58.8959,58.3226,58.3139,58.8965,59.1343,58.9713,58.9287,59.0645,59.0562
