0x11 58.4695,58.4711,58.5236,58.6189,58.6158,58.8821,58.8029,58.5391,58.5284,58.3651,58.6423,58.8404,58.7191,58.9312,58.8816,58.5805
0x21 58.6519,58.6326,58.7632,58.935,58.8217,58.7772,59.0862,59.2512,58.6856,58.5672,58.8692,59.1194,59.0685,58.975,59.2239,59.3605
0x31 58.1983,58.1754,58.2145,58.2453,58.1006,58.2606,58.287,58.1926,58.2418,58.0869,58.1791,58.1959,58.1726,58.4174,58.2995,58.36
0x41 58.5851,58.5344,58.3708,58.5185,58.4335,58.3329,58.5464,58.6388,58.4614,58.6722,58.3744,58.4587,58.554,58.527,58.4661,58.5031
0x51 58.2402,58.3135,58.4496,58.5405,58.6241,58.7493,58.6068,58.4527,58.213,58.2717,58.4384,58.5094,58.6484,58.7002,58.7979,58.6214
0x61 58.5797,58.5139,58.5381,58.5321,58.7672,58.5887,58.8012,58.8351,58.6318,58.5246,58.5534,58.8067,58.7412,58.8636,58.8503,58.9683
0x71 57.5277,57.5882,57.6355,57.5831,57.5965,57.6987,57.6893,57.5475,57.5282,57.546,57.568,57.5034,57.5965,57.6841,57.7237,57.8038
0x81 56.4115,56.2899,56.3998,56.8694,56.6806,56.7273,56.7811,56.587,56.8968,56.7704,56.7972,56.9287,56.7756,56.9893,56.8372,56.7046
0x12 57.3395,57.8908,57.5508,57.9908,58.0068,58.108,58.2315,58.1412,58.057,57.7285,58.3164,57.9626,58.3572,58.2468,58.4462,58.2939
0x22 58.334,58.2317,58.2157,58.5548,58.4831,58.5349,58.6196,58.6159,58.4765,58.5102,58.5308,58.7222,58.5595,58.6671,58.8962,58.6401
0x32 56.9141,56.8016,56.9855,56.9602,56.9992,57.1092,57.0022,56.8878,56.8313,57.0334,57.0704,57.141,57.0596,57.0347,57.1982,57.1258
0x42 56.5666,56.436,56.5696,56.4669,56.618,56.5837,56.5758,56.5852,56.5797,56.6912,56.5844,56.5899,56.6382,56.7549,56.7427,56.8271
0x52 56.9312,57.0972,57.0551,57.0433,57.0453,57.1323,57.0804,57.1246,57.0398,56.9876,57.2215,57.2549,57.1512,57.2916,57.1747,57.2293
0x62 58.3464,58.3303,58.3949,58.5065,58.5031,58.5061,58.4704,58.6483,58.347,58.2368,58.479,58.4997,58.6521,58.6677,58.7607,58.678
0x72 57.4395,57.3244,57.2459,57.6396,57.3625,57.3587,57.3846,57.578,57.3401,57.6229,57.4814,57.502,57.4619,57.7067,57.6499,57.6892
0x82 57.2367,57.0233,56.8645,56.9199,56.9383,56.994,57.1268,57.043,57.0738,56.9328,57.0243,56.9806,57.2379,57.1132,57.2387,57.2757
0x13 56.3102,56.4981,56.4003,56.3117,56.5711,56.5977,56.7019,56.6597,56.6657,56.7253,56.6209,56.8755,56.8319,56.8515,56.8392,56.9733
0x23 57.3507,57.3756,57.1449,57.0443,57.0765,57.217,57.145,57.5433,57.4507,57.1318,57.2442,57.1127,57.1254,57.3151,57.5204,57.3625
0x33 57.1123,57.1822,57.4699,57.3306,57.3333,57.3738,57.3824,57.3945,57.3211,57.3239,57.3264,57.4948,57.4352,57.4181,57.5762,57.4489
0x43 58.3395,58.3484,58.4533,58.5651,58.4345,58.6288,58.6193,58.4048,58.3897,58.589,58.6215,58.7103,58.6859,58.7015,58.8013,58.8153
0x53 57.2042,57.1565,57.187,57.2869,57.1945,57.3408,57.1517,57.3236,57.1579,57.0947,57.3287,57.4272,57.2975,57.4303,57.4932,57.493
0x63 58.8829,58.7695,58.8804,58.6932,58.8921,58.8102,58.9303,58.8772,58.7361,58.9369,58.9268,58.9377,58.9205,59.1331,59.0867,59.1863
