0x11 57.7132,57.5278,57.5663,57.4807,57.5786,57.6614,57.7941,57.8846,57.6649,57.8389,57.7825,57.9263,57.736,57.6698,57.8146,58.1697
0x21 57.4244,57.3895,57.282,57.4851,57.3557,57.4707,57.5623,57.675,57.7182,57.8608,57.8908,57.7385,57.7245,57.9248,57.7921,57.8106
0x31 57.3919,57.4552,57.4285,57.4286,57.3978,57.3362,57.5347,57.6179,57.7578,57.7777,57.6043,57.6488,57.6543,57.6764,57.6349,57.8078
0x41 58.3037,58.1737,58.1305,57.9944,57.8845,57.2566,57.3552,57.373,57.6539,57.9493,57.712,57.6519,57.4555,57.6383,57.482,57.6841
0x51 59.0835,58.02,58.0657,58.0348,58.013,58.0434,58.0112,58.3646,58.0586,58.1142,58.0576,58.8926,58.103,58.1091,58.2199,58.3619
0x61 57.5769,57.5601,57.6299,57.563,57.626,57.5001,57.7394,57.6963,57.5569,57.5165,57.6105,57.514,57.6078,57.5774,57.5844,57.7546
0x71 57.3125,57.3034,57.2027,57.379,57.0959,57.1671,57.4074,57.2053,57.2427,57.1927,57.1407,57.3028,57.1322,57.4966,57.345,57.3661
0x81 58.0019,57.8239,57.9247,57.5644,57.5651,57.4399,57.5925,57.5317,58.0744,57.7634,57.8627,61.2183,57.8492,57.6255,57.6225,57.5674
0x12 57.5478,57.4886,57.4193,57.3782,57.4291,57.442,57.3956,57.7763,57.5091,57.6065,57.5112,57.5667,57.4819,57.5908,57.6268,57.96
0x22 57.635,57.6287,57.6701,57.7475,57.5702,57.6746,57.8153,57.7239,57.4995,57.7267,57.6678,57.8831,57.646,57.4821,57.8258,57.8
0x32 58.9584,58.7458,58.9033,58.8832,58.8831,58.7879,59.0368,58.615,58.8171,58.8639,58.7066,59.0931,58.8751,58.88,58.8016,58.9473
0x42 57.9163,57.7568,57.5741,57.4463,57.5237,57.358,57.4229,57.3987,57.7297,57.8873,57.6434,57.5623,57.4511,57.4614,57.4959,57.9039
0x52 57.5771,57.6905,57.5634,57.6287,57.6139,57.7063,57.7631,58.0382,57.9015,57.9076,57.8445,57.8317,57.8879,57.9346,57.9928,58.3321
0x62 57.2825,57.1954,57.2516,57.2138,57.2639,57.2028,57.2865,57.305,57.3067,57.3715,57.3039,57.5495,57.5208,57.6183,57.6442,57.7318
0x72 57.4053,57.5078,57.3107,57.3996,57.1704,57.3509,57.1834,57.4397,57.5297,57.4643,57.542,57.3179,57.4635,57.3523,57.573,57.4928
0x82 57.6125,57.6344,57.4083,57.6037,57.5072,57.5886,57.5855,57.4294,57.7981,61.4636,57.746,57.779,57.5613,57.6434,57.527,57.6381
0x13 58.1501,57.854,57.8451,57.7172,57.6967,57.6707,57.8131,57.8358,58.0973,57.7556,57.855,57.7746,57.762,57.7782,57.9436,57.8973
0x23 59.8036,59.837,59.8936,59.7641,59.9083,59.9925,59.953,60.1838,59.7196,59.8156,59.9936,59.9884,60.0718,60.1817,60.168,60.2565
0x33 58.0843,58.2042,58.0118,58.1152,57.9388,58.0582,58.1058,58.0966,58.2936,58.133,58.1717,58.2866,58.2688,58.2972,58.2231,58.4318
0x43 57.4708,60.5877,57.4358,57.4474,57.6023,57.4869,57.6924,57.8581,57.4454,57.6517,57.5676,57.6853,57.8235,57.8505,58.1798,58.1317
0x53 58.093,57.5135,57.5709,57.6778,57.7872,57.4504,57.78,57.8271,57.8195,57.5411,57.5541,57.7168,57.7361,57.6534,57.6042,57.7919
0x63 58.6019,58.5841,58.7846,58.6827,58.4068,58.5874,58.6905,58.4915,58.645,58.6991,58.538,58.6108,58.542,58.6889,58.7008,58.8904
0x73 58.4214,58.2592,58.4709,58.5015,58.4884,58.5459,58.5418,58.4844,58.4328,58.5598,58.3906,58.5163,58.4871,58.5739,58.5996,58.5364
0x83 58.2734,58.1585,58.3394,58.1974,58.3029,58.1679,58.3502,58.4652,58.1001,58.4103,58.2756,58.3044,58.1814,58.4176,58.5348,58.5224
0x14 58.359,57.7567,58.0179,57.8841,58.077,58.0384,58.2269,57.9564,58.0551,57.6592,57.9006,58.0393,58.0383,57.8888,57.9726,57.9603
0x24 58.1953,57.4817,57.7032,57.7644,57.7511,57.6458,57.8478,57.7552,57.3855,57.268,57.5089,57.5262,57.6043,57.5555,57.743,57.7324
0x34 58.0057,58.0061,58.0928,58.105,58.2684,58.1882,58.2114,58.0641,58.0636,57.8174,58.1277,57.9723,58.2191,58.318,58.2755,58.4895
0x44 57.9969,58.12,58.0156,57.9314,57.9172,58.1275,58.0725,57.8643,57.9939,58.008,58.1388,57.8828,58.1997,57.9196,58.1484,57.9806
0x54 58.5809,58.1147,58.2911,58.4238,58.2465,58.3499,58.0758,58.1143,58.3793,58.3785,58.2344,58.4597,58.4393,58.2827,58.1573,58.1318
0x64 58.4763,58.4048,58.6476,58.5947,58.6287,58.5336,58.6843,58.7406,58.2662,58.3121,58.3751,58.6009,58.6247,58.4484,58.7645,58.7047
0x74 57.9629,57.9296,57.9988,57.9896,58.1183,57.7962,58.2612,57.9551,57.9052,57.845,57.9341,57.852,57.9624,58.0061,58.0186,58.0935
0x84 57.6609,57.5599,57.6818,57.3693,57.5505,57.3817,57.6417,57.5264,57.2941,57.4309,57.3681,57.7505,57.7787,57.7649,57.8889,57.7941
0x15 59.7656,58.8082,58.7653,58.547,58.6148,58.415,58.5207,58.3001,58.7701,58.2131,58.4976,58.0737,58.3095,58.0533,58.2553,58.121
0x25 57.451,57.4606,57.4212,57.2882,57.4448,57.3882,57.535,57.3549,57.313,57.3546,57.3791,57.3246,57.3583,57.7415,57.4789,57.5638
0x35 57.657,57.4295,57.5151,57.5462,57.5129,57.4454,57.6633,57.4131,57.5851,57.5737,57.3547,57.5957,57.4523,57.3791,57.4492,57.4929
0x45 57.6818,57.4446,57.6072,57.5239,57.5728,57.623,57.9208,58.0029,57.3896,57.382,57.5803,57.4839,57.5738,57.7987,58.1288,57.9203
0x55 57.9429,57.3914,57.4193,57.399,57.1516,57.3064,57.4193,57.5225,58.2008,57.547,57.4527,57.4031,57.3971,57.5831,57.7173,57.6997
0x65 57.1643,57.3672,57.2662,57.3984,57.2934,57.3122,57.3148,57.4182,57.334,57.4348,57.2716,57.3391,57.4386,57.3602,57.5363,57.4099
0x75 57.6756,57.5933,57.7299,57.7153,57.611,57.6503,57.5313,57.7683,57.7081,57.6973,57.6793,57.6404,57.7551,57.756,57.7416,57.8654
0x85 57.5005,57.4921,57.6816,57.5559,57.7808,57.732,57.8961,57.9902,57.6574,57.665,57.7284,57.6944,57.865,58.0076,58.2124,58.2028
0x16 57.8181,57.4163,57.2962,57.2261,57.2122,57.4339,57.4575,57.373,58.1332,57.5092,57.5097,57.6001,57.4127,57.5505,57.5921,57.516
0x26 57.7679,57.902,57.8274,57.7519,57.7362,57.7944,57.7198,57.9389,57.7723,57.7086,57.7319,57.6488,57.8649,57.6511,57.8023,57.7542
0x36 57.9092,57.808,57.7495,57.8621,57.8733,57.8972,57.9092,57.9243,57.7756,57.8254,57.8257,57.7726,57.7927,57.876,57.7463,57.8782
0x46 57.9312,57.9208,57.7242,57.9284,57.9353,57.9355,57.958,58.0272,57.6724,57.693,57.812,57.6529,57.6629,57.7172,57.9031,57.671
0x56 58.5862,58.1782,58.237,58.0939,58.2944,58.3226,58.2103,58.5385,58.638,58.1275,58.2546,58.189,58.2696,58.2201,58.3143,58.2328
0x66 57.9009,57.9597,57.8869,58.0023,57.8405,57.876,57.8941,57.9987,57.9589,57.7457,57.9896,57.8911,57.9195,57.8575,57.8943,58.0279
0x76 57.5368,57.502,57.3895,57.4253,57.4736,57.408,57.2917,57.3363,57.4419,57.6145,57.4873,57.4615,57.4267,57.7044,57.4791,57.9232
0x86 57.8785,57.8107,57.8783,57.8129,57.8241,57.7812,57.8632,58.0041,57.7393,57.692,57.8568,57.6608,57.777,59.2405,57.8451,57.8852
0x17 57.4035,57.1433,57.2101,57.1296,57.1541,57.2087,57.3073,57.7205,57.1665,57.3235,57.1626,57.3692,57.3464,57.502,57.5072,58.1816
0x27 57.9251,57.7664,57.915,57.7884,57.7238,57.6857,57.7489,57.5872,57.754,59.2662,57.8141,57.7061,57.7131,57.4244,57.6944,57.6225
0x37 57.6527,57.5097,57.4943,57.4724,57.361,57.2818,57.5192,57.299,57.4702,57.4875,57.4997,57.5114,57.3805,57.3594,57.3511,57.2792
0x47 57.056,57.8114,57.8858,57.9242,57.8951,57.9822,57.9616,58.0218,57.8979,57.8311,57.9032,57.9482,57.8507,57.8912,57.9377,58.0001
0x57 57.5644,57.2853,57.373,57.3535,57.3416,57.1987,57.3998,57.7982,57.2679,57.1941,57.1883,57.2147,57.1908,57.0708,57.1586,57.797
0x67 57.057,57.1406,57.3115,57.2707,57.15,57.1825,57.0939,57.0453,57.1822,57.3053,57.1785,57.1926,57.1986,57.172,57.083,57.0061
0x77 57.2894,57.1976,57.141,57.123,57.1596,57.298,57.076,57.2262,57.1979,57.2262,57.2101,57.3571,57.2718,57.1246,57.4611,57.3525
0x87 57.3668,57.4476,57.3421,57.455,57.5163,57.4223,57.5219,57.3905,57.4174,57.4605,57.3035,57.3878,57.3851,57.5527,57.459,57.3012
0x18 57.9734,57.9476,57.9699,57.8736,58.2701,57.9647,58.2408,58.5503,57.9393,57.8978,57.8761,57.9324,58.0497,57.8838,58.0636,58.4986
0x28 57.5553,57.5884,57.5878,57.617,57.6471,57.4055,57.6978,57.5846,57.6225,57.6691,57.564,57.7213,57.6942,57.7818,57.6792,57.7426
0x38 58.3532,58.0896,58.0049,58.0951,57.959,57.9448,57.9417,57.9567,58.16,58.0121,58.172,58.0282,57.9954,57.8593,57.8217,57.8314
0x48 57.9099,57.8232,57.7797,57.6644,57.6531,57.6818,57.6982,57.6136,57.7371,57.76,57.7461,57.803,57.9049,57.717,57.6643,57.8853
0x58 57.9822,57.6331,58.0377,57.5377,57.9023,57.7647,58.0038,58.2583,57.6088,57.4069,57.5115,57.5391,57.4657,57.4753,57.7026,58.1372
0x68 57.3322,57.0734,57.6352,57.0192,57.3849,57.1735,57.5348,57.2139,57.089,56.9685,57.0648,57.0297,57.0498,57.1161,57.1654,57.0607
0x78 57.9373,57.7792,57.7307,57.5403,57.6469,57.8356,58.0596,57.6554,57.6252,57.7219,57.5475,57.4814,57.4118,57.3725,57.2454,57.3325
0x88 57.9128,57.767,57.9217,57.866,57.8356,57.6642,57.8672,57.6773,57.8072,57.7064,57.7268,57.5989,57.5924,57.6008,57.6935,57.6857
